accepted_by,active,component_name,component_version,created,cvssv3_score,description,epss_percentile,epss_score,false_p,file_path,id,is_mitigated,line,long_term_acceptance,mitigated,mitigation,priority,priority_classification,references,reviewed_by,risk_status,severity,sla_age,sla_days_remaining,sla_expiration_date,sla_start_date,title,risk_acceptance_expiration_date,environment_image,cluster,registry_image,repository_image,namespace_image,tag_image,cloud_id,hostname,custom_id,found_by,engagement,area_responsible,product,product_type,product_type_environment,company,endpoints,vulnerability_ids,tags,classification
,True,io.example_demo-auth-lib,5.1.0,2026-05-21 10:54:00.000+00:00,7.9,The Terraform remote state backend S3 bucket is configured without server-side encryption and without access logging. The state file contains sensitive infrastructure metadata including IAM role ARNs and database connection strings. Demo record 55.,0.24871,0.00001,False,src/main/io.example/demo-auth-lib/demo_55.java,10000055,False,,,,Enable SSE-KMS on the Terraform state bucket and configure S3 access logging to a separate audit bucket.,0.01,High,https://nvd.nist.gov/vuln/detail/CVE-2025-99025 NEWLINE https://www.cve.org/CVERecord?id=CVE-2025-99025 NEWLINE https://demo.example.com/advisories/CVE-2025-99025,,Risk Active,High,204,22,2026-06-12,2025-12-14,Terraform: S3 backend state file has no encryption or access logging - Demo 55,,,,,,,,,,,Checkov,DEMO_002_FakeShop_TEST_ms_pedidos_test,EQUIPO DEMO ECOMMERCE,Demo_DEMO002,DEMO PRODUCTO B,QA,Demo Corp,,CVE-2025-99025 io.example_demo-auth-lib 5.1.0,engine_iac,Business Application
,True,com.demo_example-cache,3.2.1,2026-05-21 10:55:00.000+00:00,6,"A ClusterRole definition in the Helm chart grants [""*""] verbs on core API resources including pods, secrets, and configmaps. Any service account bound to this role can read cluster-wide secrets and execute arbitrary commands in any pod. Demo record 56.",0.34062,0.00024,False,src/main/com.demo/example-cache/demo_56.java,10000056,False,,,,Replace wildcard verbs with explicit minimal verb sets. Separate read and write roles. Upgrade scheduler to 2.0.2 to patch related scheduling flaw.,0.01,Medium Low,https://nvd.nist.gov/vuln/detail/CVE-2025-99026 NEWLINE https://www.cve.org/CVERecord?id=CVE-2025-99026 NEWLINE https://demo.example.com/advisories/CVE-2025-99026,,Risk Active,Medium,205,45,2026-07-05,2026-01-06,Kubernetes RBAC: ClusterRole binds wildcard verbs to core API group - Demo 56,,,,,,,,,,,Checkov,DEMO_001_FakeBank_MR_ms_cuentas,EQUIPO DEMO BACKEND,Demo_DEMO001,DEMO PRODUCTO A,PRODUCCION,Demo Corp,,CVE-2025-99026 com.demo_example-cache 3.2.1,engine_iac,Business Application
,True,org.fake_demo-logger,1.8.5,2026-05-21 10:56:00.000+00:00,0,Several Terraform modules declare providers without pinning to a specific version range. Uncontrolled provider upgrades during terraform init can introduce breaking changes or subtle behavioral differences in infrastructure configuration. Demo record 57.,0.15026,0.00073,False,src/main/org.fake/demo-logger/demo_57.java,10000057,False,,,,,0.00,Info,https://demo.example.com/advisories/DEMO-BEST-PRACTICES,,Risk Active,Info,206,995,2029-02-09,2028-08-13,Terraform module lacks required_providers version constraints - Demo 57,,,,,,,,,,,Checkov,DEMO_002_FakeShop_MR_ms_pedidos,EQUIPO DEMO ECOMMERCE,Demo_DEMO002,DEMO PRODUCTO B,PRODUCCION,Demo Corp,,,engine_iac,Business Application
,True,com.example_demo-scheduler,2.0.0,2026-05-21 10:57:00.000+00:00,8,"A transitive dependency of the orders service pulls in org.fake:demo-serializer 0.9.1, which appears on the internal security blacklist following the discovery of obfuscated exfiltration code in a previous patch release. Demo record 58.",0.107,0.0006,False,src/main/com.example/demo-scheduler/demo_58.java,10000058,False,,,,Remove org.fake:demo-serializer from the dependency graph. Replace with a vetted serialization alternative and verify no other transitive paths re-introduce the package.,0.01,High,https://nvd.nist.gov/vuln/detail/CVE-2025-99027 NEWLINE https://www.cve.org/CVERecord?id=CVE-2025-99027 NEWLINE https://demo.example.com/advisories/CVE-2025-99027,,Risk Active,High,207,-23,2026-04-28,2025-10-30,Blacklisted dependency: known malicious package in transitive graph - Demo 58,,,,,,,,,,,Trivy Scan,DEMO_003_FakeLogistic_MR_ms_envios,EQUIPO DEMO LOGISTICA,Demo_DEMO003,DEMO PRODUCTO C,ENTORNO PLATAFORMAS DE DESARROLLO,Demo Corp,,CVE-2025-99027 com.example_demo-scheduler 2.0.0,black_list; engine_dependencies,Business Application
,True,io.demo_fake-template-engine,6.3.0,2026-05-21 10:58:00.000+00:00,9.8,The session management module generates tokens with only 32 bits of entropy using a predictable PRNG seeded with system time. An attacker can brute-force valid tokens and hijack authenticated sessions without credentials. Demo record 59.,0.12257,0.00027,False,src/main/io.demo/fake-template-engine/demo_59.java,10000059,False,,,,Upgrade com.fake:demo-session-manager to 3.0.0 or replace token generation with java.security.SecureRandom with at least 128-bit entropy.,0.01,Critical,https://nvd.nist.gov/vuln/detail/CVE-2025-99001 NEWLINE https://www.cve.org/CVERecord?id=CVE-2025-99001 NEWLINE https://demo.example.com/advisories/CVE-2025-99001,,Risk Active,Critical,208,-47,2026-04-04,2025-10-06,Broken Authentication: Session tokens with insufficient entropy - Demo 59,,,,,,,,,,,fluidattacks,DEMO_004_FakeInsurance_MR_ms_polizas,EQUIPO DEMO SEGUROS,Demo_DEMO004,DEMO PRODUCTO D,PRODUCCION,Demo Corp,,CVE-2025-99001 io.demo_fake-template-engine 6.3.0,fluidattacks,Business Application
,True,org.demo_fake-serializer,0.9.1,2026-05-21 10:59:00.000+00:00,8.1,The user search endpoint concatenates user-supplied input directly into SQL statements without sanitization. An unauthenticated attacker can extract the full database contents or execute arbitrary DDL commands. Demo record 60.,0.30057,0.00092,False,src/main/org.demo/fake-serializer/demo_60.java,10000060,False,,,,Upgrade io.example:demo-auth-lib to 5.1.3 and replace all dynamic query construction with prepared statements.,0.01,High,https://nvd.nist.gov/vuln/detail/CVE-2025-99002 NEWLINE https://www.cve.org/CVERecord?id=CVE-2025-99002 NEWLINE https://demo.example.com/advisories/CVE-2025-99002,,Risk Active,High,209,11,2026-06-01,2025-12-03,SQL Injection via unparameterized dynamic query builder - Demo 60,,,,,,,,,,,fluidattacks,DEMO_002_FakeShop_TEST_ms_pedidos_test,EQUIPO DEMO ECOMMERCE,Demo_DEMO002,DEMO PRODUCTO B,QA,Demo Corp,,CVE-2025-99002 org.demo_fake-serializer 0.9.1,fluidattacks,Business Application
,True,com.demo_fake-crypto-lib,1.2.3,2026-05-21 11:00:00.000+00:00,7.5,AES-128 encryption keys are hardcoded in the application source code and committed to the version control history. Any developer or CI/CD agent with repository access can retrieve and misuse these keys. Demo record 61.,0.31565,0.00055,False,src/main/com.demo/fake-crypto-lib/demo_61.java,10000061,False,,,,Rotate all exposed keys immediately. Move secrets to a vault solution (e.g. HashiCorp Vault or AWS Secrets Manager). Remove key material from git history.,0.01,High,https://nvd.nist.gov/vuln/detail/CVE-2025-99003 NEWLINE https://www.cve.org/CVERecord?id=CVE-2025-99003 NEWLINE https://demo.example.com/advisories/CVE-2025-99003,,Risk Active,High,180,25,2026-06-15,2025-12-17,Sensitive Data Exposure: Cryptographic keys stored in source code - Demo 61,,,,,,,,,,,fluidattacks,DEMO_001_FakeBank_MR_ms_cuentas,EQUIPO DEMO BACKEND,Demo_DEMO001,DEMO PRODUCTO A,PRODUCCION,Demo Corp,,CVE-2025-99003 com.demo_fake-crypto-lib 1.2.3,fluidattacks,Business Application
,True,org.example_demo-http-client,2.1.0,2026-05-21 11:01:00.000+00:00,6.1,Error messages rendered by the XML parser module reflect unescaped request parameters into the HTML response. A remote attacker can craft a malicious link and execute arbitrary JavaScript in the victim's browser context. Demo record 62.,0.33078,0.00009,False,src/main/org.example/demo-http-client/demo_62.java,10000062,False,,,,Upgrade org.demo:fake-xml-parser to 1.1.0 and apply output encoding on all user-supplied values before HTML rendering.,0.01,Medium Low,https://nvd.nist.gov/vuln/detail/CVE-2025-99004 NEWLINE https://www.cve.org/CVERecord?id=CVE-2025-99004 NEWLINE https://demo.example.com/advisories/CVE-2025-99004,,Risk Active,Medium,181,61,2026-07-21,2026-01-22,Cross-Site Scripting (Reflected) in error response body - Demo 62,,,,,,,,,,,fluidattacks,DEMO_002_FakeShop_MR_ms_pedidos,EQUIPO DEMO ECOMMERCE,Demo_DEMO002,DEMO PRODUCTO B,PRODUCCION,Demo Corp,,CVE-2025-99004 org.example_demo-http-client 2.1.0,fluidattacks,Business Application
,True,com.example_fake-json-parser,3.0.1,2026-05-21 11:02:00.000+00:00,5.3,The logger library is configured to write full exception stack traces and internal class paths into HTTP responses in production. This information aids an attacker in identifying exploitable components and their versions. Demo record 63.,0.17714,0.00014,False,src/main/com.example/fake-json-parser/demo_63.java,10000063,False,,,,3.0.3,0.01,Medium Low,https://nvd.nist.gov/vuln/detail/CVE-2025-99005 NEWLINE https://www.cve.org/CVERecord?id=CVE-2025-99005 NEWLINE https://demo.example.com/advisories/CVE-2025-99005,,Risk Active,Medium,182,77,2026-08-06,2026-02-07,Verbose logging exposes internal stack traces to end users - Demo 63,,,,,,,,,,,fluidattacks,DEMO_003_FakeLogistic_MR_ms_envios,EQUIPO DEMO LOGISTICA,Demo_DEMO003,DEMO PRODUCTO C,ENTORNO PLATAFORMAS DE DESARROLLO,Demo Corp,,CVE-2025-99005 com.example_fake-json-parser 3.0.1,fluidattacks,Business Application
,True,io.demo_fake-db-driver,4.5.2,2026-05-21 11:03:00.000+00:00,8.8,The policy download endpoint accepts a numeric document ID as a URL parameter without verifying ownership. Any authenticated user can iterate IDs and download confidential policy documents belonging to other customers. Demo record 64.,0.04587,0.00008,False,src/main/io.demo/fake-db-driver/demo_64.java,10000064,False,,,,Upgrade io.demo:fake-db-driver to 4.5.9 and implement resource-level authorization checks on every download request.,0.01,High,https://nvd.nist.gov/vuln/detail/CVE-2025-99006 NEWLINE https://www.cve.org/CVERecord?id=CVE-2025-99006 NEWLINE https://demo.example.com/advisories/CVE-2025-99006,,Risk Active,High,183,-7,2026-05-14,2025-11-15,Insecure Direct Object Reference in policy document download - Demo 64,,,,,,,,,,,fluidattacks,DEMO_004_FakeInsurance_MR_ms_polizas,EQUIPO DEMO SEGUROS,Demo_DEMO004,DEMO PRODUCTO D,PRODUCCION,Demo Corp,,CVE-2025-99006 io.demo_fake-db-driver 4.5.2,fluidattacks,Business Application
,True,org.demo_fake-xml-parser,1.0.0,2026-05-21 11:04:00.000+00:00,3.1,"Responses from the insurance portal do not include the Strict-Transport-Security (HSTS) header. Clients connecting over HTTP are not automatically upgraded to HTTPS, enabling potential downgrade attacks on insecure networks. Demo record 65.",0.38413,0.00009,False,src/main/org.demo/fake-xml-parser/demo_65.java,10000065,False,,,,1.1.0,0.01,Low,https://nvd.nist.gov/vuln/detail/CVE-2025-99007 NEWLINE https://www.cve.org/CVERecord?id=CVE-2025-99007 NEWLINE https://demo.example.com/advisories/CVE-2025-99007,,Risk Active,Low,184,124,2026-09-22,2026-03-26,Missing HTTP Strict-Transport-Security header - Demo 65,,,,,,,,,,,fluidattacks,DEMO_002_FakeShop_TEST_ms_pedidos_test,EQUIPO DEMO ECOMMERCE,Demo_DEMO002,DEMO PRODUCTO B,QA,Demo Corp,,CVE-2025-99007 org.demo_fake-xml-parser 1.0.0,fluidattacks,Business Application
,True,com.fake_demo-session-manager,2.3.4,2026-05-21 11:05:00.000+00:00,5.9,"The login flow in the test environment accepts an arbitrary returnUrl parameter and redirects the user post-authentication without validating the destination domain, enabling phishing via trusted-domain redirects. Demo record 66.",0.04443,0.00043,False,src/main/com.fake/demo-session-manager/demo_66.java,10000066,False,,,,Upgrade org.example:demo-http-client to 2.1.4 and implement an allowlist of valid redirect destinations.,0.01,Medium Low,https://nvd.nist.gov/vuln/detail/CVE-2025-99008 NEWLINE https://www.cve.org/CVERecord?id=CVE-2025-99008 NEWLINE https://demo.example.com/advisories/CVE-2025-99008,,Risk Active,Medium,185,45,2026-07-05,2026-01-06,Open Redirect via unvalidated returnUrl query parameter - Demo 66,,,,,,,,,,,fluidattacks,DEMO_001_FakeBank_MR_ms_cuentas,EQUIPO DEMO BACKEND,Demo_DEMO001,DEMO PRODUCTO A,PRODUCCION,Demo Corp,,CVE-2025-99008 com.fake_demo-session-manager 2.3.4,fluidattacks,Business Application
,True,io.example_demo-auth-lib,5.1.0,2026-05-21 11:06:00.000+00:00,9.1,The S3 bucket used by the orders service for storing order attachments is configured with ACL public-read and has server-side encryption disabled. Any unauthenticated internet user can list and download customer order files. Demo record 67.,0.14084,0.00033,False,src/main/io.example/demo-auth-lib/demo_67.java,10000067,False,,,,Enable SSE-S3 or SSE-KMS encryption. Remove public-read ACL and enforce bucket policy to deny public access. Upgrade cache lib to 3.3.0.,0.01,Critical,https://nvd.nist.gov/vuln/detail/CVE-2025-99009 NEWLINE https://www.cve.org/CVERecord?id=CVE-2025-99009 NEWLINE https://demo.example.com/advisories/CVE-2025-99009,,Risk Active,Critical,186,-24,2026-04-27,2025-10-29,AWS S3 bucket with public read access and no encryption at rest - Demo 67,,,,,,,,,,,AWS Config,DEMO_002_FakeShop_MR_ms_pedidos,EQUIPO DEMO ECOMMERCE,Demo_DEMO002,DEMO PRODUCTO B,PRODUCCION,Demo Corp,,CVE-2025-99009 io.example_demo-auth-lib 5.1.0,c2c,Business Application
,True,com.demo_example-cache,3.2.1,2026-05-21 11:07:00.000+00:00,8,"An IAM role attached to the orders microservice grants ""Action: *"" on ""Resource: *"" without condition keys. A compromised instance can call any AWS API including IAM manipulation APIs, enabling full account takeover. Demo record 68.",0.10744,0.00079,False,src/main/com.demo/example-cache/demo_68.java,10000068,False,,,,Restrict IAM role to least-privilege actions required by the service. Apply permission boundaries.,0.01,High,https://nvd.nist.gov/vuln/detail/CVE-2025-99010 NEWLINE https://www.cve.org/CVERecord?id=CVE-2025-99010 NEWLINE https://demo.example.com/advisories/CVE-2025-99010,,Risk Active,High,187,12,2026-06-02,2025-12-04,IAM role with wildcard action allows privilege escalation - Demo 68,,,,,,,,,,,AWS Config,DEMO_003_FakeLogistic_MR_ms_envios,EQUIPO DEMO LOGISTICA,Demo_DEMO003,DEMO PRODUCTO C,ENTORNO PLATAFORMAS DE DESARROLLO,Demo Corp,,CVE-2025-99010 com.demo_example-cache 3.2.1,c2c,Business Application
,True,org.fake_demo-logger,1.8.5,2026-05-21 11:08:00.000+00:00,6.5,"AWS CloudTrail is not enabled for management event logging in the us-east-1 region. Privileged API calls including IAM changes and security group modifications go unrecorded, reducing visibility for incident response. Demo record 69.",0.35919,0.00025,False,src/main/org.fake/demo-logger/demo_69.java,10000069,False,,,,,0.01,Medium Low,https://nvd.nist.gov/vuln/detail/CVE-2025-99011 NEWLINE https://www.cve.org/CVERecord?id=CVE-2025-99011 NEWLINE https://demo.example.com/advisories/CVE-2025-99011,,Risk Active,Medium,188,63,2026-07-23,2026-01-24,CloudTrail logging disabled for management events in region us-east-1 - Demo 69,,,,,,,,,,,AWS Config,DEMO_004_FakeInsurance_MR_ms_polizas,EQUIPO DEMO SEGUROS,Demo_DEMO004,DEMO PRODUCTO D,PRODUCCION,Demo Corp,,CVE-2025-99011 org.fake_demo-logger 1.8.5,c2c,Business Application
,True,com.example_demo-scheduler,2.0.0,2026-05-21 11:09:00.000+00:00,5.5,The EC2 security group associated with the insurance service allows inbound TCP port 22 (SSH) from all IPv4 addresses. This unnecessarily expands the attack surface and enables brute-force login attempts from the internet. Demo record 70.,0.10647,0.00035,False,src/main/com.example/demo-scheduler/demo_70.java,10000070,False,,,,Restrict SSH access to a bastion host IP range or use AWS Systems Manager Session Manager to eliminate SSH exposure entirely.,0.01,Medium Low,https://nvd.nist.gov/vuln/detail/CVE-2025-99012 NEWLINE https://www.cve.org/CVERecord?id=CVE-2025-99012 NEWLINE https://demo.example.com/advisories/CVE-2025-99012,,Risk Active,Medium,189,97,2026-08-26,2026-02-27,Security group allows unrestricted inbound SSH access from 0.0.0.0/0 - Demo 70,,,,,,,,,,,AWS Config,DEMO_002_FakeShop_TEST_ms_pedidos_test,EQUIPO DEMO ECOMMERCE,Demo_DEMO002,DEMO PRODUCTO B,QA,Demo Corp,,CVE-2025-99012 com.example_demo-scheduler 2.0.0,c2c,Business Application
,True,io.demo_fake-template-engine,6.3.0,2026-05-21 11:10:00.000+00:00,3.5,The RDS database instance for the insurance service has automated backups disabled. A failure or ransomware event would result in irreversible data loss without a point-in-time recovery option. Demo record 71.,0.36804,0.00029,False,src/main/io.demo/fake-template-engine/demo_71.java,10000071,False,,,,Enable automated backups with a retention period of at least 7 days. Upgrade template engine to 6.3.2.,0.01,Low,https://nvd.nist.gov/vuln/detail/CVE-2025-99013 NEWLINE https://www.cve.org/CVERecord?id=CVE-2025-99013 NEWLINE https://demo.example.com/advisories/CVE-2025-99013,,Risk Active,Low,190,160,2026-10-28,2026-05-01,RDS instance with automated backups disabled - Demo 71,,,,,,,,,,,AWS Config,DEMO_001_FakeBank_MR_ms_cuentas,EQUIPO DEMO BACKEND,Demo_DEMO001,DEMO PRODUCTO A,PRODUCCION,Demo Corp,,CVE-2025-99013 io.demo_fake-template-engine 6.3.0,c2c,Business Application
,True,org.demo_fake-serializer,0.9.1,2026-05-21 11:11:00.000+00:00,7.8,org.example:demo-http-client versions below 2.1.4 do not validate redirect destinations when following 3xx responses. An attacker controlling a server can redirect the client to internal network endpoints (e.g. AWS metadata service at 169.254.169.254). Demo record 72.,0.28538,0.00098,False,src/main/org.demo/fake-serializer/demo_72.java,10000072,False,,,,Upgrade org.example:demo-http-client to 2.1.4.,0.01,High,https://nvd.nist.gov/vuln/detail/CVE-2025-99014 NEWLINE https://www.cve.org/CVERecord?id=CVE-2025-99014 NEWLINE https://demo.example.com/advisories/CVE-2025-99014,,Risk Active,High,191,31,2026-06-21,2025-12-23,HTTP Client: Server-Side Request Forgery via malformed redirect handling - Demo 72,,,,,,,,,,,Trivy Scan,DEMO_002_FakeShop_MR_ms_pedidos,EQUIPO DEMO ECOMMERCE,Demo_DEMO002,DEMO PRODUCTO B,PRODUCCION,Demo Corp,,CVE-2025-99014 org.demo_fake-serializer 0.9.1,engine_dependencies,Business Application
,True,com.demo_fake-crypto-lib,1.2.3,2026-05-21 11:12:00.000+00:00,6.2,"com.example:fake-json-parser versions before 3.0.3 do not impose limits on object nesting depth. A crafted JSON payload with thousands of nested objects causes unbounded memory allocation and stack overflow, leading to denial of service. Demo record 73.",0.06973,0.00027,False,src/main/com.demo/fake-crypto-lib/demo_73.java,10000073,False,,,,Upgrade com.example:fake-json-parser to 3.0.3.,0.01,Medium Low,https://nvd.nist.gov/vuln/detail/CVE-2025-99015 NEWLINE https://www.cve.org/CVERecord?id=CVE-2025-99015 NEWLINE https://demo.example.com/advisories/CVE-2025-99015,,Risk Active,Medium,192,82,2026-08-11,2026-02-12,JSON Parser: Uncontrolled resource consumption via deeply nested input - Demo 73,,,,,,,,,,,Trivy Scan,DEMO_003_FakeLogistic_MR_ms_envios,EQUIPO DEMO LOGISTICA,Demo_DEMO003,DEMO PRODUCTO C,ENTORNO PLATAFORMAS DE DESARROLLO,Demo Corp,,CVE-2025-99015 com.demo_fake-crypto-lib 1.2.3,engine_dependencies,Business Application
,True,org.example_demo-http-client,2.1.0,2026-05-21 11:13:00.000+00:00,8.2,com.demo:fake-crypto-lib prior to 1.2.5 uses a PRNG with a measurable statistical bias when generating RSA prime candidates. Sufficiently large samples of public keys generated by the affected library can be factored using a lattice-based attack. Demo record 74.,0.23295,0.00053,False,src/main/org.example/demo-http-client/demo_74.java,10000074,False,,,,Upgrade com.demo:fake-crypto-lib to 1.2.5.,0.01,High,https://nvd.nist.gov/vuln/detail/CVE-2025-99016 NEWLINE https://www.cve.org/CVERecord?id=CVE-2025-99016 NEWLINE https://demo.example.com/advisories/CVE-2025-99016,,Risk Active,High,193,8,2026-05-29,2025-11-30,Crypto Lib: Weak RSA key generation due to biased PRNG - Demo 74,,,,,,,,,,,Trivy Scan,DEMO_004_FakeInsurance_MR_ms_polizas,EQUIPO DEMO SEGUROS,Demo_DEMO004,DEMO PRODUCTO D,PRODUCCION,Demo Corp,,CVE-2025-99016 org.example_demo-http-client 2.1.0,engine_dependencies,Business Application
,True,com.example_fake-json-parser,3.0.1,2026-05-21 11:14:00.000+00:00,9.8,io.demo:fake-db-driver versions before 4.5.9 deserialize server-provided responses without type validation. A malicious or compromised database server can deliver a gadget chain payload that executes arbitrary code on the application host. Demo record 75.,0.08622,0.00066,False,src/main/com.example/fake-json-parser/demo_75.java,10000075,False,,,,Upgrade io.demo:fake-db-driver to 4.5.9 immediately.,0.01,Critical,https://nvd.nist.gov/vuln/detail/CVE-2025-99017 NEWLINE https://www.cve.org/CVERecord?id=CVE-2025-99017 NEWLINE https://demo.example.com/advisories/CVE-2025-99017,,Risk Active,Critical,194,-46,2026-04-05,2025-10-07,DB Driver: Remote code execution via deserialization of untrusted data - Demo 75,,,,,,,,,,,Trivy Scan,DEMO_002_FakeShop_TEST_ms_pedidos_test,EQUIPO DEMO ECOMMERCE,Demo_DEMO002,DEMO PRODUCTO B,QA,Demo Corp,,CVE-2025-99017 com.example_fake-json-parser 3.0.1,engine_dependencies,Business Application
,True,io.demo_fake-db-driver,4.5.2,2026-05-21 11:15:00.000+00:00,5.8,"io.example:demo-auth-lib before 5.1.3 accepts JWTs with the ""none"" algorithm if the header algorithm field is set to ""None"" (mixed case). An attacker can forge arbitrary JWT payloads and bypass authentication entirely. Demo record 76.",0.03032,0.00037,False,src/main/io.demo/fake-db-driver/demo_76.java,10000076,False,,,,"Upgrade io.example:demo-auth-lib to 5.1.3 and explicitly reject the ""none"" algorithm in the JWT validation configuration.",0.01,Medium Low,https://nvd.nist.gov/vuln/detail/CVE-2025-99018 NEWLINE https://www.cve.org/CVERecord?id=CVE-2025-99018 NEWLINE https://demo.example.com/advisories/CVE-2025-99018,,Risk Active,Medium,195,50,2026-07-10,2026-01-11,Auth Lib: JWT signature verification bypass with algorithm confusion - Demo 76,,,,,,,,,,,Trivy Scan,DEMO_001_FakeBank_MR_ms_cuentas,EQUIPO DEMO BACKEND,Demo_DEMO001,DEMO PRODUCTO A,PRODUCCION,Demo Corp,,CVE-2025-99018 io.demo_fake-db-driver 4.5.2,engine_dependencies,Business Application
,True,org.demo_fake-xml-parser,1.0.0,2026-05-21 11:16:00.000+00:00,3.7,com.example:demo-scheduler version 2.0.0 does not validate cron expressions before parsing. A user with job scheduling permissions can submit an expression with a zero-length time unit that causes an infinite loop in the scheduler thread. Demo record 77.,0.34938,0.00059,False,src/main/org.demo/fake-xml-parser/demo_77.java,10000077,False,,,,Upgrade com.example:demo-scheduler to 2.0.2.,0.01,Low,https://nvd.nist.gov/vuln/detail/CVE-2025-99019 NEWLINE https://www.cve.org/CVERecord?id=CVE-2025-99019 NEWLINE https://demo.example.com/advisories/CVE-2025-99019,,Risk Active,Low,196,126,2026-09-24,2026-03-28,Scheduler: Denial of service via malformed cron expression - Demo 77,,,,,,,,,,,Trivy Scan,DEMO_002_FakeShop_MR_ms_pedidos,EQUIPO DEMO ECOMMERCE,Demo_DEMO002,DEMO PRODUCTO B,PRODUCCION,Demo Corp,,CVE-2025-99019 org.demo_fake-xml-parser 1.0.0,engine_dependencies,Business Application
,True,com.fake_demo-session-manager,2.3.4,2026-05-21 11:17:00.000+00:00,6.5,"org.demo:fake-xml-parser versions before 1.1.0 do not set limits on XML entity expansion. A small XML document that references deeply nested entities can expand to gigabytes in memory, causing out-of-memory conditions. Demo record 78.",0.37125,0.00025,False,src/main/com.fake/demo-session-manager/demo_78.java,10000078,False,,,,Upgrade org.demo:fake-xml-parser to 1.1.0.,0.01,Medium Low,https://nvd.nist.gov/vuln/detail/CVE-2025-99020 NEWLINE https://www.cve.org/CVERecord?id=CVE-2025-99020 NEWLINE https://demo.example.com/advisories/CVE-2025-99020,,Risk Active,Medium,197,62,2026-07-22,2026-01-23,XML Parser: Billion laughs XML entity expansion attack - Demo 78,,,,,,,,,,,Trivy Scan,DEMO_003_FakeLogistic_MR_ms_envios,EQUIPO DEMO LOGISTICA,Demo_DEMO003,DEMO PRODUCTO C,ENTORNO PLATAFORMAS DE DESARROLLO,Demo Corp,,CVE-2025-99020 com.fake_demo-session-manager 2.3.4,engine_dependencies,Business Application
,True,io.example_demo-auth-lib,5.1.0,2026-05-21 11:18:00.000+00:00,5,io.demo:fake-template-engine 6.3.0 evaluates template expressions found in user input without sandboxing. An attacker can inject template directives that execute arbitrary server-side code or read sensitive files from the filesystem. Demo record 79.,0.37585,0.00037,False,src/main/io.example/demo-auth-lib/demo_79.java,10000079,False,,,,Upgrade io.demo:fake-template-engine to 6.3.2 and always sanitize input before passing it to the template rendering context.,0.01,Medium Low,https://nvd.nist.gov/vuln/detail/CVE-2025-99021 NEWLINE https://www.cve.org/CVERecord?id=CVE-2025-99021 NEWLINE https://demo.example.com/advisories/CVE-2025-99021,,Risk Active,Medium,198,108,2026-09-06,2026-03-10,Template Engine: Server-side template injection via user-controlled input - Demo 79,,,,,,,,,,,Trivy Scan,DEMO_004_FakeInsurance_MR_ms_polizas,EQUIPO DEMO SEGUROS,Demo_DEMO004,DEMO PRODUCTO D,PRODUCCION,Demo Corp,,CVE-2025-99021 io.example_demo-auth-lib 5.1.0,engine_dependencies,Business Application
,True,com.demo_example-cache,3.2.1,2026-05-21 11:19:00.000+00:00,8.6,The Docker image for the accounts service runs processes as root (UID 0) and mounts the application volume as read-write. A container escape or RCE vulnerability would immediately grant root-level access to the host namespace. Demo record 80.,0.22532,0.00006,False,src/main/com.demo/example-cache/demo_80.java,10000080,False,,,,Define a non-root USER in the Dockerfile and set the root filesystem to read-only using securityContext.readOnlyRootFilesystem: true.,0.01,High,https://nvd.nist.gov/vuln/detail/CVE-2025-99022 NEWLINE https://www.cve.org/CVERecord?id=CVE-2025-99022 NEWLINE https://demo.example.com/advisories/CVE-2025-99022,,Risk Active,High,199,37,2026-06-27,2025-12-29,Container image running as root user without read-only filesystem - Demo 80,,,,,,,,,,,Trivy Scan,DEMO_002_FakeShop_TEST_ms_pedidos_test,EQUIPO DEMO ECOMMERCE,Demo_DEMO002,DEMO PRODUCTO B,QA,Demo Corp,,CVE-2025-99022 com.demo_example-cache 3.2.1,engine_container,Business Application
,True,org.fake_demo-logger,1.8.5,2026-05-21 11:20:00.000+00:00,5.5,The orders service container image is built on a base OS image that reached end-of-life and no longer receives security patches. Several high-severity kernel and libc vulnerabilities remain unpatched in the base layer. Demo record 81.,0.11859,0.00074,False,src/main/org.fake/demo-logger/demo_81.java,10000081,False,,,,Rebuild image using a maintained base image (e.g. alpine:3.19 or debian:bookworm-slim). Pin base image digest to prevent supply-chain substitution.,0.01,Medium Low,https://nvd.nist.gov/vuln/detail/CVE-2025-99023 NEWLINE https://www.cve.org/CVERecord?id=CVE-2025-99023 NEWLINE https://demo.example.com/advisories/CVE-2025-99023,,Risk Active,Medium,200,45,2026-07-05,2026-01-06,Container image based on deprecated base OS with unpatched CVEs - Demo 81,,,,,,,,,,,Trivy Scan,DEMO_001_FakeBank_MR_ms_cuentas,EQUIPO DEMO BACKEND,Demo_DEMO001,DEMO PRODUCTO A,PRODUCCION,Demo Corp,,CVE-2025-99023 org.fake_demo-logger 1.8.5,engine_container,Business Application
